Event_ID,Event_Date,Account,Post_ID,Campaign_ID,Discount_Code,Product,Revenue_INR,Quantity,Customer_City,City_Tier,First_Time_Buyer,Attribution_Window_Days,Refund_Flag,Payment_Status,UTM_Source,Lead_Score,Notes
EVT-000324,2025-07-27,FitFuel India,PST-00005,UNKNOWN-CAM,,Protein Bar,2499.0,2,Chennai,Tier 3,yes,14,No,Failed,instagram,53,Late attribution
EVT-000325,2025-10-06,ByteBazaar,PST-00295,UNKNOWN-CAM,,Combo Pack,1598.0,2,Hyderabad,Metro,,7,Yes,Pending,Instagram,67,Manual entry
EVT-000326,2025-10-31,ByteBazaar,PST-00189,CAM-2507-058,CAF36,Protein Bar,11997.0,1,Chennai,Tier 3,,30,Yes,Failed,ig_reels,43,Late attribution
EVT-000327,2025-10-24,CafeCanvas,PST-00608,CAM-2510-019,FIT31,Serum A,5997.0,4,Bengaluru,Tier 2,No,45,No,Paid,,52,
EVT-000328,2025-08-28,CafeCanvas,PST-00266,UNKNOWN-CAM,,Combo Pack,5999.0,4,Chennai,Tier 1,Yes,30,No,Failed,,28,Late attribution
EVT-000329,2026-01-30,ByteBazaar,PST-00174,CAM-2508-006,URB13,Gift Card,798.0,1,Chennai,Tier 3,No,45,No,Failed,Instagram,12,
EVT-000330,2025-10-19,UrbanPaws,PST-00018,,,Smart Lamp,2998.0,1,Kolkata,Metro,,14,No,Failed,instagram,6,
EVT-000331,2025-12-14,UrbanPaws,PST-00167,UNKNOWN-CAM,,Cold Brew,2997.0,3,Lucknow,Tier 3,Unknown,1,Yes,Failed,influencer,2,Late attribution
EVT-000332,2025-12-27,CafeCanvas,PST-00389,CAM-2507-037,,Cold Brew,1197.0,4,Chennai,Tier 2,Unknown,30,No,Refunded,ig_reels,89,Coupon mismatch
EVT-000333,2025-11-14,UrbanPaws,PST-00031,,BADCODE,Combo Pack,999.0,1,Pune,Tier 1,yes,14,No,Refunded,instagram,19,Coupon mismatch
EVT-000334,2025-08-13,GlowKart,PST-00578,UNKNOWN-CAM,,Silk Saree,3998.0,4,Kolkata,Tier 2,No,14,No,Pending,instagram,16,Coupon mismatch
EVT-000335,2026-01-22,FitFuel India,PST-00276,,,Cold Brew,7998.0,3,Delhi NCR,Tier 2,No,7,Yes,Paid,influencer,33,Manual entry
EVT-000336,2025-11-25,FitFuel India,PST-00456,UNKNOWN-CAM,,Protein Bar,1499.0,3,Indore,Metro,,7,Yes,Refunded,instagram,10,Manual entry
EVT-000337,2026-01-16,FitFuel India,,UNKNOWN-CAM,WELCOME,Dog Treats,7998.0,1,Mumbai,Tier 3,yes,45,No,Paid,ig_reels,17,Late attribution
EVT-000338,2025-08-21,SareeStreet,PST-00394,,,Gift Card,599.0,3,Bengaluru,Tier 1,Unknown,45,No,Failed,ig_reels,84,
EVT-000339,2025-10-20,CafeCanvas,PST-00080,UNKNOWN-CAM,,Serum A,599.0,1,Mumbai,Metro,Unknown,3,Yes,Pending,influencer,99,Late attribution
EVT-000340,2026-01-31,FitFuel India,PST-00466,UNKNOWN-CAM,,Gift Card,7497.0,4,Jaipur,Tier 3,,3,No,Pending,bio_link,65,Manual entry
EVT-000341,2025-12-18,FitFuel India,PST-00410,,,Silk Saree,1797.0,1,Mumbai,Tier 3,Yes,3,No,Refunded,Instagram,100,Coupon mismatch
EVT-000342,2025-08-15,CafeCanvas,PST-00460,CAM-2511-036,SAR37,Protein Bar,1198.0,3,Indore,Tier 1,,14,Yes,Failed,bio_link,42,Manual entry
EVT-000343,2025-12-27,UrbanPaws,PST-00091,UNKNOWN-CAM,,Protein Bar,999.0,4,Lucknow,Metro,No,14,Yes,Paid,paid_social,87,Manual entry
EVT-000344,2026-02-17,SareeStreet,PST-00444,CAM-2509-011,SAR37,Serum A,1797.0,2,Indore,Tier 2,Yes,14,No,Paid,ig_reels,83,Manual entry
EVT-000345,2025-09-08,CafeCanvas,PST-00592,CAM-2511-025,INSTA10,Serum A,7497.0,1,Chennai,Metro,,45,No,Paid,bio_link,44,Late attribution
EVT-000346,2025-11-24,ByteBazaar,PST-00067,UNKNOWN-CAM,,Silk Saree,1499.0,4,Jaipur,Metro,,3,No,Refunded,ig_reels,33,
EVT-000347,2025-12-14,FitFuel India,PST-00346,CAM-2508-016,,Dog Treats,11997.0,1,Pune,Tier 3,No,45,Yes,Paid,bio_link,92,Manual entry
EVT-000348,2026-02-21,FitFuel India,PST-00157,UNKNOWN-CAM,,Serum A,798.0,4,Delhi NCR,Tier 3,,1,No,Paid,bio_link,36,
EVT-000349,2025-10-12,UrbanPaws,PST-00402,CAM-2508-016,,Protein Bar,2499.0,1,Hyderabad,Metro,No,30,Yes,Paid,instagram,16,
EVT-000350,2025-08-13,ByteBazaar,PST-00137,CAM-2507-003,GLO18,Silk Saree,399.0,4,Mumbai,Metro,No,1,No,Paid,bio_link,32,Late attribution
EVT-000351,2025-09-11,UrbanPaws,PST-00473,UNKNOWN-CAM,,Gift Card,1499.0,3,Hyderabad,Tier 3,No,14,No,Paid,bio_link,57,Coupon mismatch
EVT-000352,2025-10-13,ByteBazaar,PST-00169,,,Cold Brew,1197.0,4,Kolkata,Tier 2,yes,14,No,Refunded,paid_social,22,Manual entry
EVT-000353,2025-12-05,FitFuel India,PST-00346,UNKNOWN-CAM,,Cold Brew,3999.0,2,Kolkata,Tier 3,Yes,30,Yes,Paid,paid_social,91,Late attribution
EVT-000354,2025-09-11,FitFuel India,PST-00571,UNKNOWN-CAM,,Smart Lamp,1999.0,3,Delhi NCR,Tier 1,,30,No,Paid,influencer,68,Manual entry
EVT-000355,2025-08-17,UrbanPaws,PST-00563,CAM-2507-031,,Silk Saree,7998.0,3,Jaipur,Tier 1,yes,14,No,Pending,,62,Manual entry
EVT-000356,2025-10-02,SareeStreet,PST-00116,CAM-2507-037,,Protein Bar,1797.0,4,Hyderabad,Tier 1,No,30,No,Paid,Instagram,28,
EVT-000357,2025-07-25,GlowKart,PST-00523,UNKNOWN-CAM,,Smart Lamp,1999.0,4,Mumbai,Tier 1,Unknown,3,No,Refunded,paid_social,57,Coupon mismatch
EVT-000358,2025-11-18,FitFuel India,PST-00066,CAM-2509-029,SAR31,Dog Treats,11997.0,4,Jaipur,Metro,Unknown,7,No,Failed,bio_link,31,Coupon mismatch
EVT-000359,2025-12-19,SareeStreet,PST-00121,CAM-2510-004,GLO18,Dog Treats,999.0,2,Indore,Tier 1,Unknown,14,No,Failed,Instagram,45,
EVT-000360,2025-08-18,UrbanPaws,,,,Smart Lamp,3999.0,1,Jaipur,Tier 3,Unknown,7,No,Failed,,45,Manual entry
EVT-000361,2025-10-19,SareeStreet,PST-00599,CAM-2510-042,CAF19,Protein Bar,1797.0,4,Pune,Tier 1,,3,No,Refunded,paid_social,54,Manual entry
EVT-000362,2025-09-16,SareeStreet,PST-00502,,,Combo Pack,799.0,3,Lucknow,Tier 2,Yes,7,Yes,Failed,ig_reels,3,
EVT-000363,2026-01-10,SareeStreet,PST-00393,UNKNOWN-CAM,,Dog Treats,1999.0,2,Mumbai,Tier 1,No,1,No,Pending,,54,Coupon mismatch
EVT-000364,2026-01-11,FitFuel India,PST-00632,CAM-2510-028,GLO12,Dog Treats,3998.0,4,Mumbai,Tier 1,yes,14,No,Paid,bio_link,75,Late attribution
EVT-000366,2026-01-07,GlowKart,PST-00105,CAM-2508-038,CAF15,Protein Bar,4497.0,1,Pune,Tier 1,,45,No,Paid,Instagram,14,Manual entry
EVT-000367,2025-10-25,UrbanPaws,PST-00021,,,Silk Saree,798.0,1,Lucknow,Tier 1,No,1,No,Pending,bio_link,76,Late attribution
EVT-000368,2026-01-14,GlowKart,PST-00513,,,Gift Card,5999.0,4,Pune,Tier 1,Unknown,7,No,Failed,instagram,35,Late attribution
EVT-000369,2026-02-10,SareeStreet,PST-00646,CAM-2507-030,URB36,Cold Brew,7998.0,2,Pune,Tier 3,Unknown,14,No,Refunded,bio_link,30,Late attribution
EVT-000370,2025-12-28,UrbanPaws,PST-00327,UNKNOWN-CAM,,Protein Bar,11998.0,1,Bengaluru,Tier 1,Unknown,45,No,Failed,paid_social,18,
EVT-000371,2025-09-27,FitFuel India,PST-00176,,,Smart Lamp,17997.0,2,Indore,Tier 1,Yes,14,Yes,Paid,bio_link,51,Coupon mismatch
EVT-000372,2026-02-22,FitFuel India,PST-00282,CAM-2510-060,CAF12,Protein Bar,3999.0,1,Pune,Tier 2,No,7,No,Paid,influencer,61,
EVT-000373,2026-02-04,CafeCanvas,PST-00001,CAM-2508-046,GLO17,Dog Treats,799.0,4,Indore,Metro,,3,No,Refunded,influencer,42,Manual entry
EVT-000374,2026-03-14,UrbanPaws,PST-00152,CAM-2510-059,GLO31,Serum A,7998.0,3,Bengaluru,Metro,Unknown,30,No,Paid,,55,Late attribution
EVT-000375,2025-07-12,SareeStreet,PST-00353,CAM-2510-021,,Combo Pack,1598.0,3,Pune,Tier 3,Unknown,7,No,Paid,influencer,2,Manual entry
EVT-000376,2025-08-09,CafeCanvas,PST-00460,CAM-2511-013,SAR32,Serum A,2997.0,1,Jaipur,Metro,Unknown,30,Yes,Failed,bio_link,7,Manual entry
EVT-000377,2026-02-08,GlowKart,PST-00383,,,Combo Pack,2397.0,1,Hyderabad,Tier 3,No,45,Yes,Paid,Instagram,6,Manual entry
EVT-000378,2025-08-27,FitFuel India,PST-00635,CAM-2510-042,CAF19,Protein Bar,7497.0,3,Jaipur,Tier 2,,1,Yes,Pending,bio_link,4,Manual entry
EVT-000379,2026-01-10,UrbanPaws,PST-00049,CAM-2510-059,GLO31,Gift Card,798.0,2,Chennai,Metro,,1,No,Refunded,instagram,68,Manual entry
EVT-000380,2026-01-31,UrbanPaws,PST-00640,CAM-2510-028,GLO12,Protein Bar,1999.0,4,Kolkata,Tier 3,yes,7,No,Failed,Instagram,35,Manual entry
EVT-000381,2025-08-31,UrbanPaws,PST-00216,,,Protein Bar,1499.0,2,Indore,Metro,No,3,No,Paid,,1,Manual entry
EVT-000382,2026-01-19,GlowKart,PST-00648,CAM-2507-031,,Gift Card,798.0,4,Indore,Tier 1,Unknown,1,No,Pending,instagram,97,Coupon mismatch
EVT-000383,2025-12-26,FitFuel India,PST-00089,UNKNOWN-CAM,,Combo Pack,17997.0,2,Indore,Metro,Yes,30,No,Pending,paid_social,93,Late attribution
EVT-000384,2026-02-12,FitFuel India,PST-00318,,,Gift Card,599.0,4,Bengaluru,Metro,Unknown,14,No,Pending,ig_reels,55,
EVT-000385,2025-12-19,ByteBazaar,PST-00298,CAM-2510-060,CAF12,Combo Pack,2397.0,1,Chennai,Metro,Yes,7,No,Failed,ig_reels,92,
EVT-000386,2025-07-24,ByteBazaar,PST-00543,,,Gift Card,11998.0,2,Hyderabad,Tier 3,yes,45,No,Failed,influencer,76,Late attribution
EVT-000387,2026-01-24,ByteBazaar,PST-00006,CAM-2510-007,FIT33,Silk Saree,1499.0,2,Lucknow,Metro,yes,3,No,Failed,influencer,69,Late attribution
EVT-000388,2026-03-01,UrbanPaws,PST-00634,CAM-2507-026,GLO35,Combo Pack,4497.0,2,Delhi NCR,Metro,No,3,Yes,Pending,paid_social,53,Late attribution
EVT-000389,2025-12-02,GlowKart,PST-00227,CAM-2509-050,,Combo Pack,1999.0,1,Delhi NCR,Tier 1,,1,No,Paid,,81,
EVT-000390,2026-01-02,SareeStreet,PST-00527,UNKNOWN-CAM,,Serum A,3998.0,1,Lucknow,Metro,Unknown,3,Yes,Refunded,bio_link,81,Late attribution
EVT-000391,2025-11-19,UrbanPaws,PST-00584,UNKNOWN-CAM,,Combo Pack,4497.0,2,Bengaluru,Metro,,45,No,Failed,,12,
EVT-000392,2026-01-16,ByteBazaar,PST-00052,CAM-2507-058,WELCOME,Combo Pack,11997.0,3,Hyderabad,Tier 2,,7,No,Paid,influencer,93,Late attribution
EVT-000393,2025-11-12,FitFuel India,PST-00111,,,Dog Treats,2997.0,3,Lucknow,Metro,,1,No,Paid,paid_social,87,Coupon mismatch
EVT-000394,2025-10-13,ByteBazaar,PST-00361,,,Dog Treats,7998.0,4,Hyderabad,Tier 3,No,7,No,Paid,paid_social,96,Late attribution
EVT-000395,2026-01-21,GlowKart,PST-00431,,,Cold Brew,7497.0,2,Mumbai,Tier 2,Unknown,1,No,Failed,Instagram,99,Late attribution
EVT-000396,2025-11-04,ByteBazaar,PST-00079,UNKNOWN-CAM,,Cold Brew,2499.0,1,Kolkata,Tier 3,No,7,No,Paid,Instagram,5,Manual entry
EVT-000397,2025-08-08,ByteBazaar,PST-00208,CAM-2508-008,SAR25,Cold Brew,2998.0,4,Lucknow,Tier 2,,3,No,Paid,instagram,53,Manual entry
EVT-000398,2025-08-08,SareeStreet,PST-00404,,,Silk Saree,2998.0,4,Lucknow,Tier 2,No,45,Yes,Refunded,Instagram,67,Coupon mismatch
EVT-000399,2025-09-02,FitFuel India,PST-00170,CAM-2510-020,BYT29,Serum A,2397.0,3,Hyderabad,Metro,No,1,No,Refunded,instagram,30,Manual entry
EVT-000400,2026-01-07,FitFuel India,PST-00173,CAM-2508-057,BADCODE,Silk Saree,999.0,3,Pune,Metro,Unknown,45,No,Refunded,,95,
EVT-000401,2025-09-25,CafeCanvas,PST-00413,,,Combo Pack,7497.0,4,Lucknow,Tier 3,Yes,45,No,Paid,Instagram,16,
EVT-000402,2025-12-12,ByteBazaar,PST-00359,CAM-2510-007,FIT33,Dog Treats,1797.0,2,Indore,Tier 2,Yes,45,No,Paid,bio_link,97,Coupon mismatch
EVT-000403,2025-10-28,UrbanPaws,PST-00387,CAM-2508-047,INSTA10,Protein Bar,999.0,3,Hyderabad,Metro,Yes,7,No,Paid,Instagram,19,Late attribution
EVT-000404,2025-09-22,FitFuel India,PST-00253,CAM-2508-006,URB13,Cold Brew,4998.0,2,Mumbai,Tier 1,Unknown,30,No,Pending,bio_link,72,Late attribution
EVT-000405,2025-08-14,UrbanPaws,PST-00207,,,Silk Saree,11998.0,3,Indore,Tier 1,Unknown,45,No,Paid,influencer,82,
EVT-000406,2026-02-08,GlowKart,PST-00457,,,Cold Brew,5997.0,2,Jaipur,Tier 2,yes,1,No,Paid,instagram,88,Late attribution
EVT-000407,2025-11-17,FitFuel India,PST-00581,,,Cold Brew,5997.0,3,Delhi NCR,Metro,No,7,No,Refunded,ig_reels,45,
EVT-000408,2026-03-08,FitFuel India,PST-00171,CAM-2512-017,URB30,Gift Card,2397.0,2,Delhi NCR,Tier 1,No,14,No,Failed,instagram,58,Late attribution
EVT-000409,2026-02-11,ByteBazaar,PST-00086,CAM-2508-008,,Gift Card,2998.0,2,Lucknow,Tier 2,,3,Yes,Refunded,,63,Late attribution
EVT-000410,2025-08-25,GlowKart,PST-00575,CAM-2510-028,GLO12,Gift Card,2499.0,4,Chennai,Tier 3,Unknown,14,Yes,Pending,ig_reels,80,Coupon mismatch
EVT-000411,2025-09-24,CafeCanvas,PST-00617,UNKNOWN-CAM,,Gift Card,5999.0,1,Hyderabad,Metro,yes,45,No,Refunded,,70,
EVT-000412,2025-08-15,ByteBazaar,PST-00517,UNKNOWN-CAM,,Serum A,1197.0,1,Lucknow,Metro,Yes,30,No,Paid,,7,Manual entry
EVT-000413,2026-01-12,UrbanPaws,PST-00358,,,Serum A,2997.0,2,Kolkata,Tier 2,No,30,No,Paid,influencer,35,Late attribution
EVT-000414,2026-02-20,FitFuel India,PST-00197,UNKNOWN-CAM,WELCOME,Protein Bar,599.0,2,Pune,Tier 2,No,7,Yes,Paid,influencer,63,Coupon mismatch
EVT-000415,2025-09-30,CafeCanvas,PST-00592,CAM-2508-024,BYT38,Serum A,11997.0,2,Delhi NCR,Tier 2,yes,1,No,Pending,Instagram,81,Manual entry
EVT-000416,2026-01-01,GlowKart,PST-00441,CAM-2507-048,BYT20,Dog Treats,1499.0,2,Delhi NCR,Tier 2,No,1,No,Paid,ig_reels,71,Late attribution
EVT-000417,2026-01-23,UrbanPaws,PST-00109,,,Silk Saree,798.0,2,Indore,Tier 2,yes,30,No,Refunded,ig_reels,59,Coupon mismatch
EVT-000418,2025-07-31,ByteBazaar,PST-00624,,,Serum A,1598.0,1,Indore,Tier 1,Yes,30,Yes,Paid,paid_social,94,
EVT-000419,2025-12-07,ByteBazaar,PST-00103,,BADCODE,Gift Card,7497.0,2,Jaipur,Tier 1,Unknown,1,Yes,Paid,instagram,82,Manual entry
EVT-000420,2025-11-17,ByteBazaar,PST-00246,CAM-2510-007,FIT33,Serum A,1998.0,1,Delhi NCR,Metro,Unknown,14,No,Pending,ig_reels,11,Coupon mismatch
EVT-000421,2026-03-02,FitFuel India,PST-00380,CAM-2511-025,BYT38,Protein Bar,1499.0,4,Bengaluru,Metro,Unknown,14,No,Refunded,paid_social,57,Coupon mismatch
EVT-000422,2026-01-27,SareeStreet,PST-00409,,,Protein Bar,3999.0,4,Indore,Tier 1,yes,3,No,Paid,influencer,63,Late attribution
EVT-000423,2025-08-31,GlowKart,PST-00350,CAM-2507-048,,Combo Pack,3998.0,4,Delhi NCR,Tier 2,No,45,Yes,Pending,instagram,89,Coupon mismatch
EVT-000424,2025-10-16,SareeStreet,PST-00599,CAM-2510-042,CAF19,Serum A,5999.0,1,Delhi NCR,Tier 2,No,1,No,Pending,instagram,77,Late attribution
EVT-000425,2025-10-13,ByteBazaar,PST-00060,CAM-2508-005,FIT22,Serum A,599.0,3,Kolkata,Metro,,7,No,Pending,Instagram,93,Late attribution
EVT-000426,2025-07-10,SareeStreet,PST-00240,UNKNOWN-CAM,,Dog Treats,5997.0,3,Mumbai,Metro,Yes,1,Yes,Paid,Instagram,54,Manual entry
EVT-000428,2025-08-25,SareeStreet,PST-00524,CAM-2508-002,,Combo Pack,2499.0,1,Pune,Metro,yes,7,Yes,Failed,,39,Coupon mismatch
EVT-000429,2025-12-13,FitFuel India,PST-00456,CAM-2507-037,,Combo Pack,1499.0,1,Indore,Tier 2,yes,1,Yes,Failed,Instagram,1,Manual entry
EVT-000430,2025-11-24,SareeStreet,PST-00378,CAM-2510-020,WELCOME,Silk Saree,5999.0,2,Kolkata,Tier 2,yes,30,No,Paid,,86,Coupon mismatch
EVT-000431,2025-10-23,UrbanPaws,PST-00464,CAM-2510-021,,Dog Treats,3998.0,1,Indore,Tier 1,Yes,3,No,Paid,Instagram,63,Coupon mismatch
EVT-000432,2026-01-01,ByteBazaar,PST-00158,CAM-2508-027,FIT17,Dog Treats,799.0,3,Hyderabad,Tier 1,Unknown,7,Yes,Refunded,paid_social,5,Coupon mismatch
EVT-000433,2025-09-05,ByteBazaar,PST-00361,,,Smart Lamp,7998.0,1,Jaipur,Tier 2,,3,No,Failed,paid_social,58,
EVT-000434,2025-08-07,ByteBazaar,PST-00194,,,Cold Brew,2997.0,1,Jaipur,Tier 3,Yes,1,Yes,Failed,,69,
EVT-000435,2025-11-11,GlowKart,PST-00257,CAM-2511-036,SAR37,Combo Pack,798.0,4,Indore,Tier 2,Yes,45,No,Refunded,Instagram,88,Coupon mismatch
EVT-000436,2026-01-13,FitFuel India,PST-00419,CAM-2510-004,BADCODE,Gift Card,1198.0,2,Lucknow,Tier 2,No,1,No,Paid,bio_link,56,Coupon mismatch
EVT-000437,2025-10-12,GlowKart,PST-00186,CAM-2508-024,BYT38,Smart Lamp,1197.0,1,Lucknow,Tier 2,,30,No,Paid,ig_reels,74,Late attribution
EVT-000438,2025-11-06,FitFuel India,PST-00581,CAM-2510-007,FIT33,Dog Treats,3998.0,1,Hyderabad,Tier 3,No,1,Yes,Refunded,bio_link,58,
EVT-000439,2025-09-05,GlowKart,PST-00487,CAM-2510-023,,Gift Card,4497.0,2,Pune,Tier 1,Yes,14,Yes,Refunded,ig_reels,91,Coupon mismatch
EVT-000440,2025-12-27,SareeStreet,PST-00225,UNKNOWN-CAM,WELCOME,Cold Brew,0.0,1,Lucknow,Tier 3,Unknown,1,Yes,Paid,ig_reels,30,Late attribution
EVT-000441,2025-10-27,ByteBazaar,PST-00118,,,Cold Brew,599.0,1,Lucknow,Tier 1,Yes,14,No,Paid,bio_link,18,Manual entry
EVT-000442,2025-10-19,ByteBazaar,PST-00079,CAM-2510-060,CAF12,Protein Bar,999.0,4,Pune,Metro,,7,Yes,Failed,influencer,68,Manual entry
EVT-000443,2025-09-30,ByteBazaar,PST-00614,CAM-2510-054,URB11,Cold Brew,2499.0,1,Bengaluru,Tier 1,Yes,1,No,Paid,influencer,60,Late attribution
EVT-000444,2025-08-21,CafeCanvas,PST-00030,CAM-2508-024,BYT38,Protein Bar,2397.0,4,Delhi NCR,Metro,No,7,Yes,Failed,influencer,78,Coupon mismatch
EVT-000445,2025-10-24,GlowKart,PST-00529,CAM-2510-033,BADCODE,Protein Bar,1198.0,4,Bengaluru,Tier 3,,3,No,Paid,bio_link,100,Late attribution
EVT-000446,2025-09-11,FitFuel India,PST-00541,UNKNOWN-CAM,,Protein Bar,1999.0,1,Kolkata,Tier 2,yes,3,Yes,Refunded,paid_social,25,Late attribution
EVT-000447,2025-08-06,FitFuel India,PST-00491,,,Combo Pack,1998.0,3,Chennai,Metro,,7,No,Failed,paid_social,13,
EVT-000448,2026-01-04,GlowKart,PST-00192,UNKNOWN-CAM,,Dog Treats,5997.0,3,Bengaluru,Metro,No,14,No,Paid,,68,Manual entry
EVT-000449,2025-11-10,SareeStreet,PST-00452,CAM-2508-006,URB13,Cold Brew,11997.0,4,Hyderabad,Tier 2,yes,14,No,Paid,instagram,64,Manual entry
EVT-000450,2025-12-13,UrbanPaws,PST-00358,CAM-2511-025,BYT38,Silk Saree,1797.0,1,Lucknow,Tier 1,No,3,No,Failed,paid_social,13,
EVT-000451,2025-11-08,GlowKart,PST-00237,CAM-2507-003,GLO18,Serum A,11997.0,1,Mumbai,Metro,yes,3,Yes,Paid,instagram,73,Coupon mismatch
EVT-000452,2026-02-16,ByteBazaar,PST-00156,CAM-2509-039,BADCODE,Combo Pack,2397.0,2,Kolkata,Tier 3,yes,1,No,Paid,instagram,42,
EVT-000453,2025-12-11,SareeStreet,PST-00378,CAM-2510-020,BYT29,Cold Brew,1598.0,4,Indore,Metro,Yes,1,Yes,Refunded,ig_reels,44,Manual entry
EVT-000455,2025-08-03,UrbanPaws,PST-00583,UNKNOWN-CAM,,Protein Bar,1198.0,2,Hyderabad,Metro,yes,3,Yes,Paid,bio_link,23,Coupon mismatch
EVT-000456,2026-01-19,CafeCanvas,PST-00264,CAM-2510-028,GLO12,Combo Pack,4497.0,3,Mumbai,Tier 1,,30,No,Pending,bio_link,79,Late attribution
EVT-000457,2025-12-29,GlowKart,PST-00072,CAM-2508-008,SAR25,Cold Brew,1499.0,2,Indore,Tier 2,Unknown,1,Yes,Paid,,5,Manual entry
EVT-000458,2026-01-28,ByteBazaar,PST-00238,CAM-2509-055,WELCOME,Gift Card,2499.0,1,Bengaluru,Tier 3,Yes,30,No,Failed,,66,
EVT-000459,2026-01-04,SareeStreet,PST-00507,,,Serum A,2397.0,1,Lucknow,Tier 3,Unknown,3,Yes,Pending,ig_reels,71,Late attribution
EVT-000460,2025-09-10,FitFuel India,PST-00159,CAM-2507-034,,Protein Bar,799.0,2,Jaipur,Tier 2,Unknown,45,Yes,Pending,influencer,74,Coupon mismatch
EVT-000461,2025-09-23,FitFuel India,PST-00300,CAM-2510-054,,Gift Card,1797.0,3,Delhi NCR,Tier 1,,30,Yes,Pending,influencer,91,Coupon mismatch
EVT-000462,2025-11-07,GlowKart,PST-00083,UNKNOWN-CAM,,Protein Bar,1499.0,2,Chennai,Metro,yes,45,No,Pending,ig_reels,31,Coupon mismatch
EVT-000463,2026-01-08,ByteBazaar,PST-00316,CAM-2508-046,GLO17,Cold Brew,1998.0,2,Pune,Metro,yes,3,No,Paid,influencer,55,Late attribution
EVT-000464,2025-11-16,UrbanPaws,PST-00432,UNKNOWN-CAM,,Combo Pack,2397.0,2,Jaipur,Tier 1,Yes,45,No,Paid,,27,
EVT-000465,2025-08-07,FitFuel India,PST-00170,,,Dog Treats,1499.0,2,Bengaluru,Metro,Unknown,1,Yes,Paid,,19,Late attribution
EVT-000466,2025-08-26,CafeCanvas,PST-00124,UNKNOWN-CAM,,Serum A,798.0,2,Chennai,Tier 1,Unknown,7,No,Pending,Instagram,35,Coupon mismatch
EVT-000467,2025-12-11,SareeStreet,PST-00528,CAM-2510-054,URB11,Combo Pack,17997.0,2,Kolkata,Tier 2,Yes,14,Yes,Pending,ig_reels,19,Late attribution
EVT-000468,2026-01-01,GlowKart,PST-00465,CAM-2510-045,,Gift Card,3999.0,4,Chennai,Tier 1,yes,1,No,Refunded,,10,Manual entry
EVT-000469,2025-07-29,GlowKart,PST-00578,CAM-2508-024,BYT38,Gift Card,11998.0,2,Pune,Tier 1,yes,30,Yes,Paid,instagram,45,Manual entry
EVT-000470,2025-12-26,FitFuel India,PST-00058,UNKNOWN-CAM,,Smart Lamp,7497.0,4,Mumbai,Tier 3,,45,Yes,Paid,paid_social,49,Manual entry
EVT-000471,2025-08-19,GlowKart,PST-00100,,,Protein Bar,4998.0,4,Lucknow,Tier 3,Unknown,1,Yes,Pending,instagram,19,Late attribution
EVT-000472,2025-12-19,UrbanPaws,PST-00455,UNKNOWN-CAM,BADCODE,Serum A,2997.0,2,Jaipur,Metro,No,30,Yes,Failed,Instagram,42,Manual entry
EVT-000473,2025-11-13,FitFuel India,PST-00255,CAM-2509-039,GLO19,Gift Card,1499.0,1,Chennai,Tier 1,No,45,No,Pending,Instagram,17,Coupon mismatch
EVT-000474,2025-11-13,SareeStreet,PST-00449,CAM-2508-046,BADCODE,Gift Card,1797.0,1,Mumbai,Tier 2,,1,Yes,Refunded,influencer,85,Coupon mismatch
EVT-000475,2025-09-07,SareeStreet,PST-00397,CAM-2507-026,GLO35,Combo Pack,1499.0,4,Kolkata,Tier 1,,3,No,Pending,Instagram,51,Coupon mismatch
EVT-000476,2025-09-25,GlowKart,PST-00333,,,Dog Treats,399.0,4,Lucknow,Metro,No,14,No,Pending,paid_social,75,Manual entry
EVT-000477,2025-12-01,GlowKart,PST-00335,,,Silk Saree,2397.0,4,Indore,Tier 2,Unknown,45,No,Failed,paid_social,42,Manual entry
EVT-000478,2025-12-05,FitFuel India,PST-00206,CAM-2511-049,FIT23,Combo Pack,3999.0,2,Jaipur,Tier 2,yes,14,No,Failed,Instagram,36,Late attribution
EVT-000479,2025-09-25,GlowKart,PST-00296,CAM-2511-036,SAR37,Smart Lamp,11997.0,4,Mumbai,Tier 3,No,14,No,Refunded,,59,Coupon mismatch
EVT-000480,2026-01-24,SareeStreet,PST-00094,UNKNOWN-CAM,,Protein Bar,7497.0,3,Bengaluru,Metro,Yes,14,Yes,Paid,bio_link,12,Coupon mismatch
EVT-000481,2025-10-29,SareeStreet,PST-00116,UNKNOWN-CAM,,Gift Card,2997.0,3,Jaipur,Tier 1,No,7,No,Failed,paid_social,22,Late attribution
EVT-000482,2025-12-10,SareeStreet,PST-00414,CAM-2507-026,GLO35,Protein Bar,2397.0,3,Lucknow,Tier 3,Yes,45,No,Failed,influencer,62,Late attribution
EVT-000483,2026-02-08,UrbanPaws,PST-00600,CAM-2510-019,FIT31,Cold Brew,3999.0,1,Chennai,Tier 2,No,3,No,Pending,bio_link,86,
EVT-000484,2025-12-05,GlowKart,PST-00276,,,Serum A,799.0,3,Kolkata,Metro,,3,No,Pending,Instagram,26,
EVT-000485,2025-08-13,FitFuel India,PST-00463,,,Serum A,7497.0,3,Kolkata,Metro,yes,7,No,Paid,bio_link,71,
EVT-000486,2025-10-04,ByteBazaar,PST-00361,CAM-2511-044,,Cold Brew,11998.0,1,Bengaluru,Tier 3,yes,30,Yes,Paid,instagram,52,
EVT-000487,2025-07-20,GlowKart,PST-00633,CAM-2507-031,,Gift Card,1598.0,1,Lucknow,Metro,Yes,7,No,Paid,ig_reels,45,
